,car_name,s_driven,fuel_type,city,year_of_manufacture,car_price_in_rupees,car_name2
1393,Volkswagen Polo Comfortline 1.5L (D),46354,0,6,2018,7.3,913
1394,Hyundai Santro Magna [2018-2020],4441,1,7,2019,4.09,291
1395,Maruti Suzuki Baleno Zeta,36146,1,8,2017,6.15,519
1396,Hyundai Venue SX Plus 1.0 Turbo DCT,16768,1,12,2020,11.61,313
1397,Honda City V,21691,1,2,2019,9.99,168
1398,Kia Seltos GTX Plus AT 1.5 Diesel [2019-2020],67420,0,7,2020,14.45,394
1399,Hyundai i20 Sportz (AT) 1.4,41999,1,2,2013,4.99,356
1400,Maruti Suzuki Baleno Alpha Automatic,62000,1,0,2018,6.75,510
1401,Tata Nexon XZ,3200,1,3,2021,9.75,818
1402,Maruti Suzuki Wagon R 1.0 LXI CNG,47747,3,12,2014,3.87,641
1403,Hyundai i20 Asta 1.0 Turbo DCT,14746,1,0,2021,9.75,351
1404,Audi A3 35 TDI Technology + Sunroof,78597,0,0,2014,16.5,3
1405,Honda Amaze 1.2 VX i-VTEC,82075,1,12,2013,4.09,141
1406,Honda City SV,45000,1,1,2015,6.5,164
1407,Hyundai i10 1.1L iRDE Magna Special Edition,55000,1,0,2015,3.5,337
1408,Maruti Suzuki Ertiga VXi,19900,1,5,2020,9.56,581
1409,Honda Amaze 1.2 S CVT Petrol [2018-2020],36000,1,0,2016,5.25,133
1410,Nissan Micra XL (O) [2013-2016],57000,Petrol ,1,2013,4,709
1411,Maruti Suzuki Alto 800 Vxi,27233,1,7,2014,2.23,498
1412,Toyota Innova Crysta GX 2.4 7 STR,21396,0,2,2019,22.99,891
1413,Tata Nexon EV XZ Plus,48400,2,2,2020,15.5,812
1414,Hyundai Venue S Plus 1.2 Petrol,7432,1,3,2020,8.31,305
1415,Maruti Suzuki Wagon R 1.0 LXI CNG,68695,3,8,2014,3.75,641
1416,Renault Kwid Neotech RXL 1.0 MT,13150,1,1,2021,4.6,750
1417,Hyundai Elite i20 Era 1.2,36000,1,7,2017,4.4,249
1418,Skoda Rapid 1.5 TDI CR Elegance,109335,0,6,2015,6.2,772
1419,Kia Seltos GTX Plus 1.4 [2020-2021],10400,1,0,2022,15.51,392
1420,Tata Altroz XZ Plus Petrol,11178,1,2,2021,8.49,795
1421,Maruti Suzuki Wagon R 1.0 LXi,66000,1,9,2012,2.35,643
1422,Honda Amaze 1.2 E i-VTEC,33046,1,8,2016,4.65,129
1423,Hyundai i20 Sportz 1.2,64000,1,9,2013,3.65,357
1424,Mahindra Marazzo M4 8 STR,20473,0,2,2019,11.49,457
1425,Honda City VX CVT,62000,1,0,2015,7.75,173
1426,Maruti Suzuki Alto 800 LXi (O) CNG,37228,3,12,2021,5,492
1427,Toyota Camry Hybrid [2015-2017],700,1,12,2022,48.5,853
1428,Hyundai Santro Sportz [2018-2020],43189,1,12,2019,5.29,296
1429,Audi Q3 35 TDI Premium,65000,0,0,2015,15.13,29
1430,Ford Figo Duratec Petrol ZXI 1.2,71000,1,13,2014,2.49,121
1431,Maruti Suzuki Swift ZDi AMT,60161,0,13,2019,8,625
1432,Maruti Suzuki Ciaz Delta 1.3 Hybrid,57498,0,4,2017,5.97,548
1433,Tata Nexon XZ Plus Diesel,37845,0,13,2019,9.6,822
1434,Mahindra KUV100 K2 D 6 STR,20338,0,0,2017,4.25,451
1435,Skoda Octavia 1.8 TSI Ambition Plus AT,38842,1,12,2016,15.23,765
1436,Maruti Suzuki Celerio VXi,76775,1,12,2016,3.94,524
1437,Maruti Suzuki Dzire VXi AMT,39439,1,2,2018,7.29,569
1438,Maruti Suzuki Swift VXi ABS,81869,1,3,2017,5.2,621
1439,Ford EcoSport Titanium 1.5L TDCi,56204,0,0,2017,7.9,107
1440,Honda BR-V S Petrol,49889,1,8,2018,7.75,146
1441,Maruti Suzuki S-Presso VXi,7942,1,13,2021,4.75,605
1442,Jaguar XF 2.2 Diesel Luxury,83358,0,6,2013,23,368
1443,Hyundai i20 Active 1.2 S,50307,1,7,2016,4.93,347
1444,Audi Q3 35 TDI Premium + Sunroof,21894,0,7,2016,17.99,30
1445,Ford EcoSport Titanium 1.5 TDCi (Opt),52613,0,7,2015,4.9,105
1446,Maruti Suzuki Baleno Delta 1.2 AT,59468,1,8,2018,6.51,513
1447,Hyundai Eon 1.0 Kappa Magna AirBag,16205,1,12,2015,3.6,260
1448,Maruti Suzuki Celerio ZXi (O) AMT [2019-2020],41624,1,12,2017,4.25,537
1449,Maruti Suzuki Ertiga VDi,120000,0,6,2015,7.3,578
1450,Hyundai Creta SX 1.6 AT Petrol,33815,1,0,2018,13.5,227
1451,Renault Duster 110 PS RxZ AWD,41591,0,2,2017,9.99,728
1452,Renault Duster 110 PS RXL 4X2 AMT [2016-2017],82000,0,6,2018,7.95,723
1453,Maruti Suzuki Alto K10 VXi,44288,1,4,2019,3.45,502
1454,Maruti Suzuki S-Presso VXi,7082,1,7,2020,4.55,605
1455,Mahindra Scorpio S2,36624,0,2,2015,9.29,463
1456,Maruti Suzuki Ritz Zxi BS-IV,51000,1,6,2014,3.9,599
1457,Ford Aspire Titanium 1.2 Ti-VCT,24954,1,0,2017,5.5,93
1458,Jeep Compass Longitude (O) 2.0 Diesel [2017-2020],54441,0,12,2017,12.24,379
1459,Maruti Suzuki Alto K10 VXi,34579,1,12,2012,1.99,502
1460,Maruti Suzuki Wagon R 1.0 LXI CNG,23000,3,13,2020,6.15,641
1461,Hyundai Creta 1.6 SX Plus AT Petrol,35000,1,8,2018,13.5,214
1462,Mercedes-Benz AMG A35 4MATIC,1700,1,12,2021,52,662
1463,Volkswagen Ameo Highline Plus 1.5L AT (D)16 Alloy,30000,0,7,2016,5.15,905
1464,Maruti Suzuki Ciaz Alpha Hybrid 1.5 AT [2018-2020],11140,1,12,2020,10.63,545
1465,Tata Safari XZA Plus,19075,0,2,2021,23.49,832
1466,Mercedes-Benz E-Class E250 CDI Avantgarde,114686,0,8,2014,17.9,682
1467,Ford Figo Titanium 1.5 Ti-VCT AT,38603,1,6,2019,6.5,123
1468,Maruti Suzuki SX4 ZXI MT BS-IV,67860,1,13,2010,2.45,608
1469,Maruti Suzuki Alto K10 VXi [2014-2019],40510,1,4,2018,3.36,507
1470,Hyundai Elite i20 Magna Executive 1.2,19905,1,7,2017,5.19,252
1471,Jaguar XE Prestige,21000,1,7,2017,24,366
1472,Hyundai Eon D-Lite +,28104,1,2,2014,3.29,262
1473,Mercedes-Benz C-Class C 300d AMG line,23400,0,12,2020,49,672
1474,Hyundai Elite i20 Asta 1.2 (O) [2019-2020],32000,1,3,2019,7.75,242
1475,Hyundai Creta SX Plus 1.6  Petrol,58289,1,13,2015,7.9,231
1476,Hyundai Venue SX Plus 1.0 Turbo DCT,11457,1,2,2019,11.45,313
1477,Tata Nexon EV Prime XZ Plus Dark Edition,5000,2,8,2022,15.25,811
1478,Honda Amaze 1.2 VX i-VTEC,73699,1,3,2016,6.5,141
1479,Hyundai Elite i20 Sportz 1.2 (O),68766,1,8,2015,5.25,255
1480,Honda WR-V VX MT Petrol,30902,1,8,2017,6.95,202
1481,Honda City VX CVT,66684,1,8,2015,7.35,173
1482,Toyota Urban Cruiser Premium Grade MT,8134,1,13,2021,9.85,896
1483,Hyundai Venue SX (O) 1.0 Turbo iMT,24432,1,7,2021,9.64,306
1484,Hyundai i10 Magna 1.2 Kappa2,58734,1,12,2011,2.86,343
1485,Hyundai i10 Magna 1.2 Kappa2,15780,1,13,2013,3.25,343
1486,Datsun GO T,44760,1,8,2014,2.65,82
1487,Hyundai Creta S 1.5 Petrol [2020-2022],17000,1,13,2021,13.2,222
1488,Hyundai Creta 1.6 SX (O),117295,0,6,2015,9.7,211
1489,Hyundai Eon D-Lite,62000,1,11,2014,2.5,261
1490,Hyundai Creta 1.4 S,43300,0,0,2019,11.75,206
1491,Honda Amaze 1.2 V CVT Petrol [2018-2020],15899,1,0,2020,7.75,137
1492,Mahindra Alturas G4 4WD AT,76187,0,7,2020,22.5,446
1493,Hyundai Elite i20 Asta 1.2,59194,1,8,2015,5.21,239
1494,Kia Seltos HTX 1.5 Dual Tone [2019-2020],13841,1,12,2021,16.67,400
1495,Maruti Suzuki Swift LXi Special Edition,11000,1,3,2019,7,617
1496,Hyundai Creta 1.6 SX Plus AT Petrol,24128,1,13,2018,12.25,214
1497,Volkswagen Vento Highline Diesel AT [2015-2016],96710,0,12,2017,8.14,931
1498,Mahindra Thar LX Hard Top Diesel MT,38500,0,6,2020,16.25,472
1499,Honda WR-V S MT Petrol,23798,1,0,2017,6.25,199
1500,Tata Altroz XT Petrol,5918,1,3,2021,7.37,792
1501,Hyundai Santro Sportz AMT,5231,1,12,2020,6.06,293
1502,Skoda Laura Elegance 2.0 TDI CR AT,78000,0,13,2013,5.95,764
1503,Hyundai Creta SX 1.6 AT Petrol,60038,1,0,2019,12.9,227
1504,Maruti Suzuki Ciaz Delta 1.4 AT,48279,1,8,2017,7.4,549
1505,Nissan Micra Active XL,56000,1,0,2017,3.25,707
1506,Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],45907,1,2,2017,5.09,276
1507,Hyundai i20 Asta 1.0 Turbo IMT,8566,1,13,2021,9.95,352
1508,Skoda Octavia 2.0 TDI CR Style Plus AT [2017],97050,0,12,2017,15.21,768
1509,Maruti Suzuki Swift ZXi,50000,1,13,2021,6.95,627
1510,Toyota Corolla Altis VL AT Petrol,86000,1,0,2018,12,861
1511,BMW X1 sDrive20d xLine,67337,0,2,2018,32.75,66
1512,Ford Endeavour Titanium Plus 3.2 4x4 AT,59000,0,5,2019,31.25,117
1513,Land Rover Range Rover Evoque SE R-Dynamic,45195,0,7,2021,59.99,420
1514,Ford Endeavour Titanium 3.2 4x4 AT,71000,0,0,2018,27,115
1515,Skoda Rapid Style 1.5 TDI AT,123000,0,6,2017,8.25,780
1516,Maruti Suzuki Baleno Delta 1.2,24695,1,4,2019,6.07,512
1517,Maruti Suzuki Celerio VXi,62228,1,9,2015,3.85,524
1518,Honda City V Diesel,80000,0,6,2015,6.5,170
1519,Maruti Suzuki Swift VXi,22500,1,13,2013,3.75,620
1520,Ford Classic 1.4 TDCi CLXi,106587,0,6,2013,3.3,96
1521,Land Rover Freelander 2 HSE SD4,75000,0,7,2012,9.5,416
1522,Ford Endeavour Titanium 2.2 4x2 AT,28466,0,8,2018,29.95,114
1523,Hyundai Santa Fe 2WD MT [2014-2017],87642,0,13,2015,10.25,290
1524,Toyota Etios Liva GD,65243,0,2,2013,5.4,867
1525,Volkswagen Polo Comfortline 1.2L (P),90381,1,6,2015,5.2,912
1526,Honda WR-V VX MT Diesel,84439,0,3,2018,8.53,201
1527,Renault Kwid CLIMBER 1.0 AMT,20916,1,8,2019,4.85,746
1528,Audi A6 2.0 TFSi Technology Pack,20000,1,2,2021,72,19
1529,Maruti Suzuki S-Presso VXi Plus,70,1,4,2021,4.76,606
1530,Mahindra XUV500 W11 AT,45350,0,2,2020,20.49,481
1531,Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],36283,0,8,2018,22.25,890
1532,Maruti Suzuki Dzire ZXi Plus,26450,1,12,2019,7.45,574
1533,Maruti Suzuki Ertiga ZXi,62285,1,6,2013,6.45,587
1534,Mahindra Thar LX 4-STR Hard Top Petrol AT,5438,1,2,2021,17.95,469
1535,Toyota Corolla Altis VL AT Petrol,88105,1,4,2016,10.02,861
1536,Honda City SV,78529,1,4,2015,5.56,164
1537,Honda Jazz S MT [2015-2016],33000,1,6,2018,6.75,188
1538,Audi Q5 30 TDI Premium Edition,133000,0,0,2015,17.5,38
1539,Maruti Suzuki Ciaz Delta 1.4 AT,53197,1,2,2017,7.49,549
1540,Maruti Suzuki S-Cross Zeta 1.3,15629,0,8,2017,7.75,603
1541,Volkswagen Vento Highline Diesel AT,95860,0,6,2014,6.25,930
1542,Maruti Suzuki Dzire VXi AMT,39439,1,2,2018,7.29,569
1543,Hyundai Verna EX 1.6 CRDi [2017-2018],91495,0,12,2017,8.79,319
1544,Toyota Innova Crysta 2.8 GX AT 7 STR [2016-2020],177700,0,5,2017,13.69,888
1545,Maruti Suzuki Baleno Zeta,29093,1,7,2018,6.21,519
1546,Ford EcoSport Titanium 1.5L Ti-VCT,74280,1,12,2018,8.59,108
1547,Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],22676,1,4,2015,4.3,287
1548,Honda City 1.5 V MT,77000,1,9,2010,3.25,157
1549,Skoda Superb Style TSI AT,38818,1,13,2017,16.99,789
1550,Hyundai Elantra 1.6 SX MT,66666,0,8,2013,5.65,235
1551,Maruti Suzuki Alto LXi BS-III,62000,1,6,2011,2.85,508
1552,Hyundai i10 1.1L iRDE Magna Special Edition,63000,1,0,2014,3.25,337
1553,Hyundai Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],58184,1,12,2016,5.24,269
1554,Ford EcoSport Trend 1.5L TDCi,80600,0,5,2015,3.5,113
1555,Volkswagen Vento Highline Petrol,40912,1,0,2019,8.5,932
1556,Maruti Suzuki S-Presso VXi Plus,9323,1,7,2020,4.6,606
1557,Mahindra Marazzo M2 8 STR,5300,0,11,2022,15,456
1558,Honda Jazz ZX,5870,1,7,2021,8.08,197
1559,Honda City VX CVT,66608,1,13,2015,6.75,173
1560,Hyundai Elite i20 Asta 1.2,41068,1,2,2018,7.89,239
1561,Maruti Suzuki Ciaz Alpha 1.4 MT,40532,1,2,2017,8.25,544
1562,Honda City VX CVT,48146,1,8,2015,7.25,173
1563,Kia Seltos HTK Plus AT 1.5 Diesel [2020-2021],27710,0,8,2020,15.45,399
1564,Maruti Suzuki Baleno Delta,49000,1,10,2019,5.8,511
1565,Hyundai Xcent S 1.2 (O),11628,1,7,2015,4.25,331
1566,Maruti Suzuki Alto K10 VXi,63250,1,4,2012,1.81,502
1567,Mahindra Thar LX Convertible Diesel MT,4600,0,6,2022,18,470
1568,Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],35531,0,8,2019,24.5,890
1569,Maruti Suzuki Ciaz Zeta 1.4 MT,19586,1,12,2019,10.87,563
1570,Maruti Suzuki Alto K10 VXi,17815,1,4,2019,3.73,502
1571,Skoda Kodiaq Style 2.0 TDI 4x4 AT,51000,0,6,2018,28.75,760
1572,MG Hector Sharp 1.5 DCT Petrol [2019-2020],29988,1,2,2020,15.99,434
1573,Nissan Terrano XL (D),121000,0,0,2014,5.7,715
1574,Maruti Suzuki Baleno Delta 1.2,39852,1,4,2018,5.85,512
1575,Renault Kwid Neotech RXL,12850,1,8,2020,4.35,749
1576,Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],31500,1,3,2018,5.81,288
1577,Maruti Suzuki Alto 800 Lxi,35965,1,7,2014,2.05,495
1578,Kia Sonet HTX Plus 1.0 iMT [2020-2021],18169,1,12,2020,10.06,410
1579,Maruti Suzuki Celerio VXi,24063,1,7,2015,3.57,524
1580,Mahindra Scorpio 2021 S7 140 2WD 7 STR,19000,0,4,2020,12.85,462
1581,Hyundai Elite i20 Sportz 1.2 [2016-2017],35811,1,6,2020,8.3,256
1582,Mercedes-Benz CLA 200 CDI Sport,7000,0,7,2018,26.75,673
1583,Honda City SV Diesel,60000,0,0,2018,7.9,166
1584,Skoda Rapid 1.6 MPI Ambition Plus AT,67269,1,8,2017,6.95,773
1585,Maruti Suzuki Wagon R 1.0 LXI CNG (O),40664,3,8,2021,6.4,642
1586,Toyota Fortuner 3.0 MT,113000,0,8,2011,10.75,873
1587,Maruti Suzuki Alto 800 Vxi,20786,1,3,2018,3.41,498
1588,MG Hector Sharp Hybrid 1.5 Petrol [2019-2020],35000,Hybrid,4,2020,14.5,439
1589,BMW 5 Series 520d M Sport,53971,0,13,2017,32.95,54
1590,Toyota Fortuner 4X4 AT 2.8 Diesel,53834,0,7,2021,39.5,874
1591,Tata Nexon XZ Plus (O),30356,1,3,2020,10.67,820
1592,Maruti Suzuki Ciaz Delta 1.5 Diesel,76000,0,6,2019,9.1,552
1593,Hyundai Santro Xing GLS,79800,1,1,2013,2.6,299
1594,Maruti Suzuki Alto 800 Vxi Plus,4958,1,4,2021,4.02,499
1595,Hyundai Creta 1.6 SX Plus AT Petrol,70000,1,0,2019,11.75,214
1596,Hyundai Santro Magna [2018-2020],24669,1,12,2020,5.62,291
1597,Land Rover Range Rover Evoque Dynamic SD4,89000,0,0,2014,22.5,418
1598,Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],42228,1,4,2014,3.85,275
1599,Hyundai Creta E Plus 1.6 Petrol,40544,1,2,2016,9.39,219
1600,Maruti Suzuki Vitara Brezza ZXI Plus Dual Tone,19608,1,2,2020,11.25,637
1601,Maruti Suzuki Celerio VXi AMT,41058,1,4,2016,3.95,527
1602,BMW 3 Series 320d Luxury Line,65000,0,0,2013,10.9,45
1603,Maruti Suzuki Ciaz Sigma 1.4 MT,38773,1,8,2017,6.35,554
1604,Mercedes-Benz E-Class E 220 d Avantgarde,49700,0,0,2018,44.37,679
1605,Tata Nexon XZA Plus Petrol,31585,1,12,2018,8.66,826
1606,Maruti Suzuki Wagon R 1.0 VXI,86866,1,7,2015,3.6,646
1607,Skoda Superb L&K TDI AT,56341,0,8,2017,19.95,787
1608,Honda City V,53206,1,2,2015,6.69,168
1609,Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],18000,1,0,2017,4.75,276
1610,Hyundai Elite i20 Asta 1.4 (O) CRDi,63379,0,8,2016,6.85,245
1611,Honda City VX CVT,48900,1,0,2015,7.5,173
1612,Hyundai Creta 1.6 S Petrol,41951,1,4,2016,8.56,208
1613,Tata Safari XZ Plus,22889,0,7,2021,19.45,829
1614,Kia Seltos HTK 1.5 [2020-2021],19970,1,12,2019,11.43,397
1615,Maruti Suzuki Alto 800 Vxi,44706,1,6,2018,3.5,498
1616,Honda City ZX VTEC,83920,1,12,2008,1.8,181
1617,Audi A4 Technology 40 TFSI [2021-2022],45760,1,0,2021,39.5,17
1618,Hyundai Verna SX Plus 1.6 CRDi AT,56040,0,8,2017,8.9,328
1619,Maruti Suzuki S-Presso VXi Plus,64,1,4,2021,4.76,606
1620,Maruti Suzuki Dzire ZXi AMT,51500,1,0,2019,6.9,573
1621,Honda City Anniversary Edition Petrol,36040,1,12,2018,11.3,160
1622,Maruti Suzuki Alto K10 VXi,34579,1,12,2012,1.99,502
1623,Hyundai Elite i20 Asta 1.2,40875,1,7,2015,4.61,239
1624,Hyundai i20 Active 1.2 SX,31622,1,6,2017,6.73,348
1625,Ford EcoSport Titanium 1.5L TDCi,36600,0,2,2017,8.99,107
1626,Audi A6 2.0 TDI Premium,29000,0,7,2013,13.5,18
1627,Skoda Rapid Ambition 1.6 TDI CR MT,41443,0,6,2019,9.8,778
1628,Ford EcoSport Titanium 1.5L Ti-VCT AT,62926,1,8,2016,6.25,109
1629,Maruti Suzuki Wagon R 1.0 VXI,55486,1,7,2017,3.84,646
1630,Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT,36053,1,0,2020,6.25,279
1631,Honda Jazz V Petrol,17922,1,12,2019,7.7,193
1632,Kia Seltos HTK Plus 1.5 [2019-2020],8963,1,13,2022,16.85,398
1633,Honda City V,20143,1,2,2018,8.91,168
1634,Maruti Suzuki Swift DZire VXI,66000,1,13,2013,4.75,610
1635,Maruti Suzuki Estilo LXi,29012,1,7,2008,99991,589
1636,Honda City V,40547,1,8,2018,8.35,168
1637,Honda City VX,80815,1,8,2016,6.8,172
1638,Maruti Suzuki Swift VXi,24858,1,2,2017,6.06,620
1639,Isuzu MU-X 4x2,96095,0,13,2017,17.91,364
1640,Maruti Suzuki Wagon R 1.0 VXI,54095,1,12,2014,3.23,646
1641,MINI Cooper Countryman Cooper S,69446,1,6,2014,20,444
1642,Maruti Suzuki Alto K10 VXi,127000,1,7,2012,2.1,502
1643,Hyundai Creta SX 1.5 Petrol CVT [2020-2022],12500,Petrol ,11,2020,17,224
1644,Maruti Suzuki Dzire ZXi Plus AMT,59597,1,2,2018,7.99,575
1645,Maruti Suzuki Wagon R VXi 1.2,18855,1,13,2019,5.35,655
1646,Maruti Suzuki Swift VXi AMT [2018-2019],41528,1,2,2018,7.45,623
1647,Maruti Suzuki Swift LXi,35166,1,6,2019,5.51,616
1648,Fiat Abarth Punto T-Jet 1.4 Abarth,26762,1,2,2015,8.97,90
1649,Audi Q5 2.0 TDI quattro Premium Plus,58670,0,0,2014,22.88,36
1650,Hyundai Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],29964,1,8,2017,5.75,267
1651,Land Rover Range Rover Evoque SE R-Dynamic Petrol,5600,1,13,2021,77,421
1652,Maruti Suzuki Alto 800 Lxi,20572,1,4,2017,2.89,495
1653,Tata Tiago Revotron XT [2016-2019],44296,1,3,2018,4.53,840
1654,Mahindra KUV100 NXT K8 6 STR [2017-2020],12000,1,6,2020,7,455
1655,Maruti Suzuki Alto 800 Vxi,39262,1,12,2017,2.91,498
1656,Hyundai Santro Xing GL,46733,1,7,2010,1.42,297
1657,Volkswagen Polo Highline1.2L (P),39200,1,2,2016,6.99,917
1658,Hyundai Creta 1.6 SX Plus AT Petrol,67981,1,12,2016,9.64,214
1659,Honda City ZX Petrol [2019-2019],66729,1,2,2020,12.49,180
1660,Mercedes-Benz CLA 200 Petrol Sport,13137,1,8,2017,25.5,675
1661,Volkswagen Polo Highline1.2L (P),47000,1,7,2013,3,917
1662,Volvo XC90 D5 AWD,45000,0,7,2018,45,945
1663,Mahindra XUV300 1.5 W8 (O) AMT [2019-2020],36770,0,2,2019,12.99,476
1664,Isuzu D-Max V-Cross 4x4,67970,0,2,2017,16.95,363
1665,Honda City SV CVT,46910,1,12,2015,6.58,165
1666,Honda Jazz S AT [2015-2016],34231,1,2,2015,6.85,186
1667,Tata Safari XZA Plus 6S Adventure New,13594,0,2,2021,23.95,833
1668,Hyundai Venue SX 1.5 CRDi,43000,0,0,2020,9.25,312
1669,Honda City VX CVT,82953,1,3,2016,7.35,173
1670,Tata Safari Storme 2.2 VX 4x2,65000,0,7,2014,5.75,827
1671,Audi A4 2.0 TDI (177bhp) Premium,86830,0,6,2013,14.9,9
1672,Hyundai Creta S 1.5 Diesel [2020-2022],72305,0,6,2021,16,221
1673,Honda City V Diesel,55201,0,6,2015,6.8,170
1674,Maruti Suzuki Ciaz ZXI+,37799,1,13,2017,7.31,559
1675,Maruti Suzuki Wagon R 1.0 LXi,24628,1,2,2011,2.95,643
1676,Honda WR-V SV MT Petrol,24000,1,0,2020,7.75,200
1677,Maruti Suzuki S-Cross Alpha 1.3,34514,0,6,2019,11.5,600
1678,Mahindra XUV500 W10,89000,0,13,2016,10.5,479
1679,Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],108810,0,0,2018,19,890
1680,Maruti Suzuki Wagon R 1.0 LXI ABS,3810,1,4,2021,5.56,640
1681,Jeep Compass Longitude (O) 2.0 Diesel [2017-2020],43922,0,13,2019,15.4,379
1682,Maruti Suzuki Celerio VXi (O) CNG,36560,3,13,2020,6.15,525
1683,Hyundai i10 Sportz 1.2 Kappa2,48137,1,6,2014,4.55,346
1684,Honda City V CVT Petrol [2017-2019],44415,1,13,2017,7.95,169
1685,Jeep Compass Limited Plus Diesel [2018-2020],64683,0,2,2019,17.99,376
1686,Honda Amaze 1.2 S AT i-VTEC,38885,1,8,2014,3.95,131
1687,Maruti Suzuki Baleno Alpha 1.2,69886,1,8,2019,7.11,509
1688,Toyota Land Cruiser LC 200 VX,152000,0,12,2011,70,894
1689,Hyundai Verna Fluidic 1.6 VTVT SX Opt AT,31726,1,12,2018,10.11,324
1690,Maruti Suzuki S-Presso VXi Plus,75258,1,6,2020,4.4,606
1691,Honda City 1.5 V MT,77000,1,9,2010,3.25,157
1692,Maruti Suzuki Swift VXi,34551,1,4,2015,4.11,620
1693,Hyundai Creta 1.6 SX Plus Special Edition,53459,0,6,2017,11.57,217
1694,Maruti Suzuki S-Cross Zeta AT,11729,1,7,2020,9.14,604
1695,Hyundai i20 Sportz 1.5 MT Diesel,11000,0,0,2022,9.5,362
1696,Maruti Suzuki Swift ZXi,75000,1,9,2014,4.1,627
1697,Toyota Urban Cruiser High Grade AT,15412,1,12,2022,12.56,895
1698,Honda City V CVT Petrol [2017-2019],70233,1,4,2017,7.93,169
1699,Honda Brio S MT,53000,1,0,2013,3.45,151
1700,Skoda Rapid Ambition 1.6 MPI MT Plus,60000,1,6,2014,5.25,777
1701,Maruti Suzuki Swift VXi,54489,1,3,2017,5.57,620
1702,Chevrolet Tavera Neo 3 LS- 10 STR BS-IV,95000,0,13,2016,7.95,79
1703,Toyota Corolla Altis VL AT Petrol,25000,1,8,2017,12.75,861
1704,Nissan Kicks XV Premium Turbo 1.3,31387,1,6,2020,12.65,704
1705,Maruti Suzuki Celerio VXi CNG,23225,3,13,2020,6.1,530
1706,Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],35705,1,4,2017,4.94,276
1707,Honda City VX Diesel,41000,0,7,2015,6.8,176
1708,Maruti Suzuki Alto K10 VXi [2014-2019],44042,1,12,2015,3.36,507
1709,Audi Q7 45 TDI Premium Plus,48000,0,12,2017,52,40
1710,Maruti Suzuki Alto 800 Lxi,72171,1,2,2014,2.99,495
1711,Renault Triber RXZ [2019-2020],20555,1,12,2020,6.7,758
1712,Maruti Suzuki Swift VXi [2014-2017],3168,1,7,2019,6.5,624
1713,Tata Tiago Revotron XT [2016-2019],47751,1,9,2018,4.75,840
1714,Maruti Suzuki Alto K10 LXi,52151,1,4,2010,2.01,500
1715,Hyundai Venue SX 1.4 CRDi,40655,0,4,2019,9.83,311
1716,Maruti Suzuki Swift VDi,82914,0,7,2017,4.27,618
1717,Volkswagen Vento Highline Diesel,83501,0,6,2013,4.7,929
1718,Hyundai Elite i20 Asta 1.2,61900,1,5,2015,5.49,239
1719,Hyundai Creta SX Plus 1.6 AT CRDI,37630,0,7,2018,10.93,232
1720,Hyundai Verna SX 1.5 VTVT,63994,1,2,2020,11.79,327
1721,Maruti Suzuki S-Cross Alpha 1.3,58000,0,13,2018,8.75,600
1722,Honda City VX,25000,1,10,2017,9.5,172
1723,Honda City V Petrol [2017-2019],33246,1,8,2017,7.45,171
1724,Ford EcoSport Titanium 1.5L TDCi,42071,0,2,2016,8.25,107
1725,Jaguar XE Prestige Diesel,29999,0,2,2017,32.99,367
1726,Renault Kwid RXT [2015-2019],15507,1,13,2017,3.15,754
1727,Maruti Suzuki Dzire ZDi AMT,15805,0,2,2018,7.64,570
1728,Maruti Suzuki Celerio VXi AMT,63931,1,9,2014,3.85,527
1729,Maruti Suzuki Wagon R 1.0 VXI ABS,31295,1,6,2019,5.5,647
1730,Hyundai Creta SX Plus 1.6 AT CRDI,130000,0,0,2017,10.25,232
1731,Maruti Suzuki S-Cross Zeta AT,9400,1,0,2021,11.56,604
1732,Hyundai Creta SX Plus 1.6  Petrol,39000,1,13,2015,8.55,231
1733,Maruti Suzuki Baleno Delta 1.2,24749,1,7,2018,5.82,512
1734,Maruti Suzuki Vitara Brezza ZXi Plus AT SHVS,21986,1,2,2020,12.75,638
1735,BMW 5 Series GT 535d,81000,0,0,2012,15,58
1736,Volkswagen Vento Highline 1.0L TSI,37230,1,6,2021,12,927
1737,Hyundai Verna EX 1.6 VTVT [2017-2018],35856,1,4,2014,5.25,320
1738,Skoda Yeti Ambiente,137849,0,6,2011,6,791
1739,Renault Kwid 1.0 RXT Opt,19927,1,2,2019,4.52,742
1740,Nissan Sunny XL,56000,1,7,2012,2.49,712
1741,BMW 5 Series 520d M Sport,41296,0,8,2017,33,54
1742,Honda Amaze 1.2 SX i-VTEC,63882,1,8,2016,4.45,136
1743,Honda Brio V MT,39276,1,8,2014,3.51,152
